name,description,image1,image2,category1,category2,location1,location2,location3,externalUrl1,externalUrl2,externalUrl3,externalUrl4,externalUrl5,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,price,discount,isRecommended
파리 몽파르나스 타워 전망대,파리 시내 360° 루프탑 전망.,,,티켓/입장권,전망대,프랑스,파리,,https://myrealt.rip/Njnef9,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141052&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F3323-montparnasse-tower-observation-deck-paris%2F,https://www.kkday.com/ko/product/117185?cid=19400,,,Montparnasse Tower,파리 전망대,루프탑,입장권,할인,예매,티켓,즉시확정,QR입장,무료취소,모바일바우처,전자티켓,운영시간,가격,후기,추천,줄없이,스킵더라인,대기줄단축,현장교환,가족여행,커플여행,자유여행,핫플,베스트셀러,,,TRUE
teamLab Planets TOKYO 입장권,몰입형 디지털 아트 전시.,,,티켓/입장권,뮤지엄/전시,일본,,,https://myrealt.rip/Njnge0,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141054&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F25300-teamlab-planets-toyosu-tokyo-ticket%2F,https://www.kkday.com/ko/product/22396-japan-teamlab-planets-tokyo-ticket?cid=19400,,,teamLab Planets,팀랩플래닛,도쿄전시,디지털아트,teamLab,도쿄,일본,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,,,TRUE
후지큐 하이랜드 종일권,스릴 어트랙션.,,,티켓/입장권,테마파크,일본,,,https://myrealt.rip/Njnj85,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141055&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F95879-fujiq-highland-admission-ticket%2F,https://www.kkday.com/ko/product/20133?cid=19400,,,후지큐,Fuji-Q,놀이공원,야마나시,일본,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
오키나와 츄라우미 수족관 입장권,류큐해 생태 테마 대형 수족관.,,,티켓/입장권,수족관/동물원,일본,,,https://myrealt.rip/Njnk0a,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141056&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F1421-churaumi-aquarium-okinawa%2F,https://www.kkday.com/ko/product/18680?cid=19400,https://gyg.me/5TWlSGGF,,츄라우미수족관,Okinawa Aquarium,오키나와여행,오키나와,일본,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
산리오 퓨로랜드 입장권,헬로키티 테마 실내파크.,,,티켓/입장권,,,,,https://myrealt.rip/Njnlcf,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141057&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F2276-sanrio-puroland-tokyo%2F,https://www.kkday.com/ko/product/10896?cid=19400,,,산리오,푸로랜드,Hello Kitty,도쿄,일본,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
홍콩 피크 트램 + 스카이 테라스 428,빅토리아피크 왕복 트램+전망대.,,,티켓/입장권,전망대,홍콩,홍콩,,https://myrealt.rip/Njnn41,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141067&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F765-peak-tram-sky-terrace-hongkong,,,,피크트램,스카이테라스,홍콩야경,홍콩,홍콩섬,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
홍콩 옹핑 360 케이블카,크리스탈 캐빈 선택.,,,교통/패스,케이블카,홍콩,홍콩,,https://myrealt.rip/Njno4b,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141068&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F45-ngong-ping-360-hong-kong,https://www.kkday.com/ko/product/4360?cid=19400,,,옹핑360,크리스탈캐빈,란타우,홍콩,란타우섬,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
홍콩 오션파크 입장권,해양 테마파크 & 놀이기구.,,,티켓/입장권,테마파크,홍콩,홍콩,,https://myrealt.rip/Njnp2e,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141069&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F23-ocean-park-hong-kong-hong-kong,https://www.kkday.com/ko/product/2306?cid=19400,,,오션파크,Ocean Park,홍콩놀이공원,홍콩,애버딘,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
홍콩 스카이100 전망대 입장권,ICC 100층 전망대.,,,티켓/입장권,전망대,홍콩,홍콩,,,,,,,Sky100,홍콩전망대,ICC,홍콩,카오룽,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
마카오 타워 전망대,번지/스카이워크 옵션.,,,티켓/입장권,전망대,마카오,마카오,,https://myrealt.rip/Njnsba,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141070&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F506-macau-tower-macau%2F,https://www.kkday.com/ko/product/6041?cid=19400,,,Macau Tower,스카이워크,번지점프,마카오,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,교통방법,,,TRUE
마카오 타워 전망대/스카이워크,번지/스카이워크 옵션.,,,티켓/입장권,전망대,마카오,마카오,,,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141073&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F95-macau-tower-skywalk-x-macau%2F,https://www.kkday.com/ko/product/4130?cid=19400,,,Macau Tower,스카이워크,번지점프,마카오,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,교통방법,,,TRUE
싱가포르 가든스 바이 더 베이 입장권,플라워돔·클라우드포레스트.,,,티켓/입장권,,싱가포르,싱가포르,,https://myrealt.rip/Njnt6a,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141074&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F127-gardens-by-the-bay-singapore%2F,https://www.kkday.com/ko/product/3158?cid=19400,,,가든스바이더베이,플라워돔,클라우드포레스트,싱가포르,마리나베이,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
마리나 베이 샌즈 스카이파크 전망대,도심 파노라마 야경.,,,티켓/입장권,전망대,싱가포르,마리나 베이 샌즈,,https://myrealt.rip/Njnu71,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141075&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F10552-marina-bay-sands-skypark-observation-deck-admission-ticket-singapore,,,,스카이파크,싱가포르야경,전망대,마리나,마리나베이,싱가포르,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,,,TRUE
싱가포르 유니버설 스튜디오 입장권,할리우드·쥬라식월드 존.,,,티켓/입장권,테마파크,싱가포르,싱가포르,,https://myrealt.rip/Njnvd2,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141076&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F117-universal-studios-singapore%2F,https://www.kkday.com/ko/product/2312?cid=19400,,https://kr.trip.com/travel-guide/attraction/singapore/universal-studios-singapore-89732/?Allianceid=5017790&SID=92571095&trip_sub1=&trip_sub3=D6076632,USS,유니버설스튜디오,센토사,싱가포르,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,교통방법,,,TRUE
싱가포르 S.E.A.(오셔나리움)아쿠아리움 입장권,대형 수족관·해양 생태.,,,티켓/입장권,수족관/동물원,싱가포르,싱가포르,,https://myrealt.rip/Njnx21,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141078&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F119-singapore-oceanarium%2F,https://www.kkday.com/ko/product/2467?cid=19400,,,SEA Aquarium,센토사아쿠아리움,싱가포르수족관,싱가포르,센토사,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
싱가포르 나이트 사파리 입장권(트램 포함),세계 최초 야간 동물원.,,,티켓/입장권,수족관/동물원,프랑스,파리,,https://myrealt.rip/NjoWf7,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141079&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F3928-singapore-night-safari-singapore%2F,https://www.kkday.com/ko/product/100158?cid=19400,,,나이트사파리,야간동물원,트램,싱가포르,만다이,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
센토사 케이블카 왕복,하버프론트-마운트페이버.,,,교통/패스,케이블카,싱가포르,센토사,,https://myrealt.rip/NjoX13,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141081&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F130-faber-peak-cable-car-singapore%2F,https://www.kkday.com/ko/product/17933?cid=19400,,,센토사케이블카,케이블카,HarbourFront,센토사,싱가포르,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
어드벤처 코브 워터파크 입장권,워터슬라이드·파도풀.,,,티켓/입장권,테마파크,,,,https://myrealt.rip/NjoZ63,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141083&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F120-adventure-cove-waterpark-singapore,https://www.kkday.com/ko/product/3070?cid=19400,,,어드벤처코브,워터파크,센토사,어드벤처,싱가포르,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
싱가포르 플라이어 대관람차,거대한 관람차 야경.,,,티켓/입장권,전망대,싱가포르,싱가포르,,https://myrealt.rip/Njoae6,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141084&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F4534-singapore-flyer,https://www.kkday.com/ko/product/101806?cid=19400,,,싱가포르플라이어,대관람차,야경,싱가포르,마리나베이,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
주얼 창이 어트랙션 티켓,스카이넷·미러미즈.,,,티켓/입장권,,싱가포르,주얼 창이,,https://myrealt.rip/Njod52,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141085&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F25872-jewel-changi-airport-attractions-ticket-singapore%2F,https://www.kkday.com/ko/product/29056?cid=19400,,,주얼창이,캔오피파크,Jewel Changi,주얼,창이,싱가포르,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,,,TRUE
주얼 창이 캔오피 파크,스카이넷·미러미즈.,,,,,싱가포르,주얼 창이,,https://myrealt.rip/Njof0e,,,,,주얼창이,캔오피파크,Jewel Changi,주얼,창이,싱가포르,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,,,TRUE
방콕 마하나콘 스카이워크,유리바닥 전망대.,,,티켓/입장권,전망대,태국,방콕,,https://myrealt.rip/Njohec,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141088&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F16870-king-power-mahanakhon-skywalk-ticket-bangkok%2F,,,,마하나콘,Mahanakhon SkyWalk,방콕전망대,방콕,태국,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
방콕 마하나콘 스카이워크 & 스카이버스,,,,티켓/입장권,전망대,태국,방콕,,,,https://www.kkday.com/ko/product/20739?cid=19400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
사파리 월드 방콕 입장권,사파리 드라이브스루.,,,티켓/입장권,수족관/동물원,프랑스,파리,,https://myrealt.rip/Njok85,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141089&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F365-safari-world-bangkok,https://www.kkday.com/ko/product/9793?cid=19400,,,사파리월드,방콕동물원,쇼,사파리,방콕,태국,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,,,TRUE
드림 월드 방콕,가족형 놀이공원.,,,,,태국,방콕,,https://myrealt.rip/Njon57,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141090&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F363-dream-world-bangkok,https://www.kkday.com/ko/product/4612?cid=19400,,,드림월드,놀이공원,방콕,드림,태국,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
다낭 바나힐 & 골든브리지 케이블카,선월드 리조트 파크.,,,교통/패스,케이블카,베트남,다낭,,,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141095&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F13283-ba-na-hills-ticket-da-nang,https://www.kkday.com/ko/product/26212?cid=19400,,,바나힐,골든브리지,다낭필수,다낭,베트남,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
푸꾸옥 혼톰 케이블카,세계 최장 해상 케이블카.,,,교통/패스,케이블카,베트남,푸꾸옥,,https://myrealt.rip/Njos87,,https://www.kkday.com/ko/product/100556?cid=19400,,,푸꾸옥케이블카,Hon Thom,썬월드,푸꾸옥,베트남,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
나트랑 빈원더스 입장권,워터파크·놀이공원.,,,티켓/입장권,테마파크,베트남,나트랑,,,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141097&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F11988-vinwonders-nha-trang-ticket%2F,https://www.kkday.com/ko/product/100864?cid=19400,,,빈원더스,나트랑,케이블카,베트남,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,교통방법,,,TRUE
달랏 케이블카 & 폭포 투어,린푸억 사원·폭포.,,,교통/패스,케이블카,베트남,달랏,,,,,,,달랏,폭포투어,사원투어,베트남,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,교통방법,,,TRUE
타이베이 101 전망대 입장권,초고속 엘리베이터.,,,티켓/입장권,전망대,대만,타이베이,,https://myrealt.rip/NkPJ96,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141098&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F1659-taipei-101-taipei%2F,https://www.kkday.com/ko/product/8332?cid=19400,,https://kr.trip.com/travel-guide/attraction/taipei/taipei-101-observatory-23865324?Allianceid=5017790&SID=92571095&trip_sub1=&trip_sub3=D6079355,타이베이101,초고속엘리베이터,전망대,타이베이,대만,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
핑시 천등 날리기 체험,스펀 옛거리.,,,투어/액티비티,투어/체험,대만,핑시,,,,,,,천등체험,핑시선,스펀,핑시,신베이,대만,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,,,TRUE
국립고궁박물원 입장권,중화권 대표 박물관.,,,티켓/입장권,뮤지엄/전시,,,,,,,,,고궁박물원,옥산수반,청동기,국립고궁박물원,타이베이,대만,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,,,TRUE
타이베이 펀패스,,,,교통/패스,지하철/시티패스,대만,타이베이,,,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141099&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F76302-taipei-unlimited-fun-pass-pick-up-taipei%2F,,,,일월담,보트투어,케이블카,난터우,대만,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
쿠알라룸푸르 페트로나스 트윈타워 전망대,스카이브리지+86층.,,,티켓/입장권,전망대,말레이시아,쿠알라룸푸르,,,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1141100&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F2750-petronas-twin-towers-kuala-lumpur%2F,,,,페트로나스,트윈타워,KLCC,쿠알라룸푸르,말레이시아,입장권,할인,예매,티켓,즉시확정,QR입장,자유여행,가족여행,커플여행,포토스팟,후기좋음,운영시간,가격,코스추천,최저가,한글예약,현지투어,베스트셀러,인기상품,핫플,,,TRUE
[KKday 단독] 대만 타이베이 | 키키 레스토랑 식사권 (바로 입장),,,,티켓/입장권,,대만,타이베이,,,,https://www.kkday.com/ko/product/10066?cid=19400,,,대만,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
THSR 대만 고속철도 편도 전자티켓 (외국인 관광객 전용),,,,티켓/입장권,,,,,https://myrealt.rip/NkPSc1,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1148286&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F73749,https://www.kkday.com/ko/product/100299,,https://kr.trip.com/things-to-do/detail/69736370?Allianceid=5017790&SID=92571095&trip_sub1=&trip_sub3=D6079355,대만,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
대만 타오위안 공항 ↔ 타이베이 픽업/샌딩 | 3일 전 무료 취소,,,,버스/이동,공항 리무진,대만,타이베이,,,,https://www.kkday.com/ko/product/34974?cid=19400,,,대만,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
대만 공항철도 승차권 (타오위안 공항 - 타이베이 메인역),,,,버스/이동,공항 리무진,대만,타이베이,,https://myrealt.rip/NkPn38,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1148287&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F11346,https://www.kkday.com/ko/product/19422?cid=19400,,,대만,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
타이베이 펀 패스 1/2/3일권 (타오위안 공항/시내 수령),,,,교통/패스,지하철/시티패스,대만,타이베이,,https://myrealt.rip/NkPsa6,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1148288&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F76302,https://www.kkday.com/ko/product/19392?cid=19400,,https://kr.trip.com/things-to-do/detail/53936301?Allianceid=5017790&SID=92571095&trip_sub1=&trip_sub3=D6079355,대만,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
타이베이 미라마 관람차 티켓 & 패키지,,,,티켓/입장권,,대만,타이베이,,https://myrealt.rip/NkPxf2,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1148289&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F17764,https://www.kkday.com/ko/product/26672?cid=19400,,https://kr.trip.com/travel-guide/attraction/taipei/miramar-ferris-wheel-30637274?Allianceid=5017790&SID=92571095&trip_sub1=&trip_sub3=D6079355,대만,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
대만 육복촌 익스프레스 버스 (육복촌 입장권 옵션) ,,,,교통/패스,공항열차/특급,,,,,,https://www.kkday.com/ko/product/26191?cid=19400,,,대만,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
대만 육복촌 놀이공원 입장권,,,,티켓/입장권,테마파크,,,,https://myrealt.rip/NkPy68,https://affiliate.klook.com/redirect?aid=65706&aff_adid=1148290&k_site=https%3A%2F%2Fwww.klook.com%2Fko%2Factivity%2F3328,https://www.kkday.com/ko/product/6370?cid=19400,,,대만,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
